         11929346 function calls (11503602 primitive calls) in 10.075 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       12    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:111(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\ast.py:962(visit_ExceptHandler)
       56    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\device_spec.py:278(device_type)
        3    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\meta_graph.py:371(add_collection_def)
        3    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\transpiler.py:146(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\base_layer.py:2267(outbound_nodes)
       14    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\saving\saved_model\save_impl.py:481(_maybe_wrap_with_training_arg)
       12    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\utils\conv_utils.py:96(<setcomp>)
       22    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\inspect.py:247(isframe)
        3    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\ast.py:675(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\impl\api.py:291(is_autograph_artifact)
        8    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\cfg.py:549(new_cond_branch)
        2    0.000    0.000    0.001    0.001 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\converters\return_statements.py:149(visit_FunctionDef)
        1    0.000    0.000    0.016    0.016 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\training\saving\functional_saver.py:373(restore)
      6/5    0.000    0.000    0.053    0.011 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\saving\saved_model\utils.py:166(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\lib\io\file_io.py:181(tell)
       19    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\training\tracking\base.py:718(_update_uid)
       21    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\training\tracking\data_structures.py:1145(<lambda>)
        5    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\utils\generic_utils.py:315(__exit__)
       30    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\initializers\initializers_v2.py:81(get_config)
       55    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\device_spec.py:282(device_index)
        2    0.000    0.000    0.005    0.003 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\util\nest.py:1351(map_structure_up_to)
        6    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\tensor_shape.py:1236(__eq__)
       18    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\def_function.py:1087(function_spec)
        3    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\core\converter.py:172(__eq__)
        3    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\training\tracking\graph_view.py:205(__init__)
        1    0.000    0.000    0.015    0.015 C:\Users\Simanta\AppData\Local\Temp\__autograph_generated_file3n9hqju9.py:6(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\collections\__init__.py:581(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:461(_get_literal_prefix)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\tokenize.py:183(untokenize)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\tokenize.py:257(untokenize)
        1    0.000    0.000    0.011    0.011 L:\My Drive\Class\semester 2\IE 5080\code\chess_organized\dqn_model.py:90(<lambda>)
        5    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\device_spec.py:335(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\tensor_util.py:183(GetFromNumpyDTypeDict)
        1    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\lib\io\file_io.py:87(_prepare_value)
        4    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\function.py:2851(<genexpr>)
      4/3    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\templates.py:54(visit_Attribute)
        7    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\converters\call_trees.py:55(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\converters\call_trees.py:69(add_stararg)
        1    0.000    0.000    0.015    0.015 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\core\function_wrappers.py:110(with_function_scope)
        2    0.000    0.000    0.023    0.012 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\wrap_function.py:82(__call__)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\functional_utils.py:30(is_input_keras_tensor)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\functional.py:354(_set_output_names)
        4    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\optimizer_v2\optimizer_v2.py:777(_set_hyper)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\utils\metrics_utils.py:46(update_state_wrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\training.py:2628(state_updates)
        6    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\training.py:3300(is_functional_model_init_params)
       12    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\layers\convolutional.py:366(_get_channel_axis)
        1    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\ipywidgets\widgets\trait_types.py:194(validate)
        1    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\ipywidgets\widgets\interaction.py:274(find_abbreviations)
        1    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\execute.py:286(<listcomp>)
       24    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\ops\gen_nn_ops.py:957(<listcomp>)
       19    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\training\tracking\base.py:726(_unconditional_checkpoint_dependencies)
       24    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\platform\device_context.py:17(enclosing_tpu_context)
        3    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\converters\return_statements.py:219(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\saved_model\save_options.py:103(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\saving\saved_model\metric_serialization.py:40(_get_serialized_attributes_internal)
       60    0.000    0.000    0.000    0.000 {method 'isprintable' of 'str' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:249(_compile_charset)
       31    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\context.py:2216(anonymous_name)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_DeviceListCount}
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_ImportGraphDefOptionsSetPrefix}
       28    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:661(aggregation)
        7    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\cfg.py:480(enter_section)
        9    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\cfg.py:661(_exit_lexical_scope)
        4    0.000    0.000    0.002    0.001 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\cfg.py:765(visit_FunctionDef)
       14    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\origin_info.py:158(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\cache.py:70(_get_key)
        1    0.000    0.000    0.002    0.002 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\saved_model\save.py:691(_call_function_with_mapped_captures)
        1    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\convert_to_constants.py:719(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\functional.py:1055(_build_map)
       14    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\traitlets\config\loader.py:238(_ensure_subconfig)
        1    0.000    0.000    0.003    0.003 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\ipywidgets\widgets\widget_box.py:62(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\device.py:45(canonical_name)
        2    0.000    0.000    0.011    0.005 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\lib\io\file_io.py:591(rename)
       19    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\function.py:2361(<genexpr>)
        4    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\cfg.py:241(visit_reverse)
        1    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\saved_model\signature_serialization.py:279(create_signature_map)
        4    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\backend.py:1132(observe_object_name)
        7    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\ipywidgets\widgets\widget.py:118(_remove_buffers)
       12    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\distribute\distribute_lib.py:3619(__exit__)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\keras_tensor.py:345(node)
        1    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\encodings\ascii.py:41(getregentry)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:398(parent)
        5    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\chess\__init__.py:571(reset_board)
        1    0.000    0.000    0.001    0.001 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\function.py:1670(_call_with_structured_signature)
       14    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\gast\ast3.py:425(<listcomp>)
        7    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\activity.py:370(visit_Expr)
        7    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\converters\call_trees.py:78(finalize)
        4    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\cfg.py:563(exit_cond_section)
        1    0.000    0.000    0.001    0.001 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\saved_model\save.py:261(_initialize_save_and_restore_functions)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\optimizer_v2\optimizer_v2.py:1015(get_config)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\training_utils.py:166(get_input_shape_and_dtype)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\traitlets\traitlets.py:2338(validate)
        4    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\ipywidgets\widgets\widget_description.py:27(_repr_keys)
        3    0.000    0.000    0.000    0.000 {method '__enter__' of '_io._IOBase' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\type_spec.py:1002(get_name)
       28    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:657(synchronization)
       14    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\training\saving\saveable_object_util.py:95(_read_variable_closure)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\liveness.py:184(visit_ExceptHandler)
        3    0.000    0.000    0.001    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\core\unsupported_features_checker.py:56(verify)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\training\saving\functional_saver.py:215(<dictcomp>)
       12    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\keras_tensor.py:133(type_spec)
        6    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\base_layer.py:1267(supports_masking)
       18    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\saving\saved_model\save_impl.py:639(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\training.py:746(run_eagerly)
        2    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\typing.py:1107(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\ops\string_ops.py:548(string_join)
        4    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\lift_to_graph.py:247(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\saved_model\save_context.py:48(save_context)
        3    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\inspect_utils.py:52(islambda)
      2/1    0.000    0.000    0.001    0.001 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\converters\call_trees.py:95(visit_Lambda)
        3    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\converters\functions.py:37(_function_scope_options)
        4    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\backend.py:6757(is_tpu_strategy)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\distribute\distributed_training_utils.py:28(global_batch_size_supported)
        2    0.000    0.000    0.005    0.003 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\compile_utils.py:481(_get_metric_objects)
        3    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:921(fix_flags)
        1    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\ast.py:1076(_str_literal_helper)
        3    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\chess\__init__.py:547(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsTensor}
       21    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\ops.py:3407(seed)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\importer.py:182(_ConvertInputMapValues)
       19    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\training\tracking\base.py:730(_unconditional_dependency_names)
        4    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\liveness.py:39(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\naming.py:23(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\distribute\distribute_lib.py:3610(__enter__)
       10    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\layers\advanced_activations.py:28(get_globals)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\ipywidgets\widgets\interaction.py:130(_yield_abbreviations_for_parameter)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:104(_path_isdir)
        3    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\ast.py:907(visit_Nonlocal)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\c_api_util.py:65(__del__)
        8    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\util\nest.py:1516(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\op_def_library.py:462(<listcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\training\tracking\data_structures.py:192(_attribute_sentinel)
        9    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\converters\return_statements.py:35(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\distribute\distribution_strategy_context.py:385(_get_default_replica_context)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\distribute\distribute_lib.py:3639(_scope)
        1    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\saved_model\save.py:489(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\saving\saved_model\utils.py:262(keras_option_scope)
       38    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\ast.py:1253(visit_comprehension)
      3/2    0.000    0.000    0.003    0.001 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\liveness.py:189(visit_With)
        1    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\converters\logical_expressions.py:79(visit_Compare)
        1    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\saved_model\signature_def_utils_impl.py:355(op_signature_def)
       20    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\convert_to_constants.py:248(node)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\functional.py:767(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\losses.py:73(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\training.py:601(_get_optimizer)
        1    0.000    0.000    0.757    0.757 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\training.py:2261(save)
        1    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\ipywidgets\widgets\interaction.py:293(widgets_from_abbreviations)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1433(_get_spec)
        3    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\enum.py:22(_is_dunder)
        3    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:76(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:168(__setitem__)
        8    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\inspect.py:286(isbuiltin)
        1    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\context.py:681(sync_executors)
        1    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\eager\function.py:2229(_structured_signature_summary)
        7    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\converters\continue_statements.py:50(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\converters\control_flow.py:67(_create_state_functions)
        3    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\saved_model\signature_serialization.py:40(_get_signature)
       10    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\convert_to_constants.py:749(_should_convert)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\keras\engine\functional.py:143(<listcomp>)
        4    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        3    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\ast.py:1564(visit_withitem)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_ImportGraphDefResultsMissingUnusedInputMappings_wrapper}
       17    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\util\deprecation.py:625(deprecated_argument_lookup)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\framework\tensor_spec.py:124(is_compatible_with)
       28    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\training\saving\saveable_object.py:72(optional_restore)
        3    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\core\converter.py:183(call_options)
        7    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\activity.py:348(visit_ImportFrom)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\activity.py:688(visit_ExceptHandler)
        2    0.000    0.000    0.000    0.000 C:\Users\Simanta\AppData\Local\Programs\Python\Python39\lib\site-packages\tensorflow\python\saved_model\save.py:549(<dictcomp>)
